latitude,longitude,temperature_fahrenheit,wind_mph
11.6,43.15,90.3,3.6
15.3,-61.4,80.6,2.5
18.47,-69.9,82.4,4.3
-0.22,-78.5,58.6,2.7
30.05,31.25,78.8,10.5
13.71,-89.2,75.2,9.4
3.75,8.78,76.1,9.4
15.33,38.93,64.6,2.2
59.43,24.73,50.0,6.9
-26.32,31.13,55.0,2.9
9.03,38.7,57.2,2.5
-18.13,178.42,82.4,13.6
60.18,24.93,53.6,4.3
48.87,2.33,64.4,3.8
0.38,9.45,78.8,8.1
13.45,-16.58,73.4,2.2
41.73,44.79,75.2,8.1
52.52,13.4,53.6,2.5
5.55,-0.22,78.8,12.5
37.98,23.72,77.0,5.6
12.05,-61.75,84.2,11.9
14.62,-90.53,78.8,6.9
9.51,-13.71,80.6,2.2
11.85,-15.58,77.0,2.2
6.8,-58.17,82.4,6.9
18.54,-72.34,87.8,5.6
41.9,12.45,68.0,2.2
14.1,-87.22,71.6,16.1
47.5,19.08,59.0,2.2
63.83,-20.4,53.2,43.8
28.6,77.2,88.3,7.8
-6.21,106.85,75.2,4.3
35.73,51.33,78.8,4.3
33.34,44.39,93.2,2.2
53.33,-6.25,55.4,6.9
31.78,35.23,78.8,2.2
41.9,12.48,68.0,2.2
17.97,-76.75,91.4,23.0
35.69,139.69,86.0,11.9
31.95,35.93,78.8,2.2
51.18,71.43,44.6,4.3
-1.28,36.82,62.6,5.6
-0.88,169.53,84.2,13.6
29.37,47.96,94.6,14.1
42.87,74.6,58.1,2.7
-8.18,114.32,64.4,2.2
56.95,24.1,57.2,12.5
33.87,35.51,80.6,6.9
-29.32,27.48,54.5,3.8
6.31,-10.8,77.0,2.2
18.78,100.78,78.8,4.3
47.13,9.52,60.8,2.5
54.68,25.32,57.2,10.5
49.61,6.13,59.0,3.8
-18.92,47.52,53.6,8.1
-13.98,33.78,66.9,2.7
3.17,101.7,77.0,2.2
6.15,73.27,80.4,15.9
12.65,-8.0,80.6,2.2
35.9,14.51,73.4,4.3
7.1,171.38,84.2,8.1
18.09,-15.98,82.4,18.6
-20.16,57.5,71.6,11.9
19.43,-99.13,68.0,13.6
6.92,158.15,84.2,3.8
51.7,94.45,57.0,5.4
43.73,7.42,73.4,6.9
47.92,106.92,51.8,2.2
42.44,19.26,68.0,5.6
34.03,-6.84,71.6,8.1
-25.97,32.59,66.2,10.5
16.78,94.73,78.4,3.8
-22.57,17.08,59.0,3.8
39.55,27.62,75.2,5.6
27.72,85.32,69.8,3.8
52.37,4.89,62.6,5.6
-41.3,174.78,60.8,2.5
12.15,-86.27,87.8,9.4
13.52,2.12,86.0,6.9
9.18,7.18,71.6,5.6
39.02,125.75,67.5,2.2
42.0,21.43,60.8,2.2
59.92,10.75,53.6,9.4
23.61,58.59,86.0,6.9
33.7,73.17,79.9,5.4
7.36,134.51,82.4,8.1
-11.18,-67.08,80.1,2.5
8.97,-79.53,82.4,8.1
-9.46,147.19,80.6,11.9
-21.55,-58.12,91.0,5.8
-12.05,-77.05,65.7,9.6
14.6,120.98,80.6,8.1
52.25,21.0,55.4,3.8
38.72,-9.13,68.0,6.9
25.29,51.53,95.0,5.6
44.43,26.1,66.2,2.5
55.75,37.62,59.0,6.9
-1.95,30.06,64.4,17.4
17.3,-62.72,82.4,8.1
14.0,-61.0,78.8,4.3
13.13,-61.22,84.2,15.4
-13.83,-171.73,86.0,10.5
43.93,12.45,66.2,2.5
51.27,4.55,62.6,2.2
24.64,46.77,86.0,2.5
14.67,-17.44,84.2,9.4
44.8,20.47,62.6,3.8
-4.62,55.45,80.6,15.0
8.49,-13.23,78.8,6.9
1.29,103.86,77.0,2.2
48.15,17.12,64.4,3.8
46.06,14.51,57.2,2.2
-9.43,159.95,82.0,6.7
2.07,45.37,76.3,19.7
-25.75,28.19,64.4,5.6
37.57,127.0,73.4,2.5
12.15,24.45,79.7,6.5
40.4,-3.68,73.4,2.2
6.93,79.85,77.0,4.3
15.59,32.53,95.2,3.8
5.83,-55.17,80.6,4.3
59.33,18.05,51.8,2.2
46.92,7.47,57.2,2.5
33.5,36.3,71.6,12.5
38.56,68.77,62.6,4.3
-6.18,35.75,67.1,11.9
13.75,100.52,82.4,5.6
-7.56,112.27,68.0,6.7
43.81,23.24,64.4,3.1
-21.13,-175.2,77.0,17.4
10.65,-61.52,82.4,6.9
36.8,10.18,77.0,5.6
39.93,32.86,69.8,2.2
37.95,58.38,71.6,2.2
0.32,32.57,66.7,2.2
49.83,24.0,58.8,6.3
24.47,54.37,93.2,6.9
51.52,-0.11,62.6,6.9
46.6,-120.49,75.9,5.6
-34.86,-56.17,64.4,6.9
41.32,69.25,62.6,6.9
-17.73,168.32,76.5,9.8
10.5,-66.92,82.4,11.9
21.03,105.85,80.6,3.8
15.35,44.21,66.2,8.5
-15.42,28.28,65.5,5.4
-17.82,31.04,59.4,4.3
34.52,69.18,62.6,2.2
41.33,19.82,68.0,2.2
36.76,3.05,80.6,10.5
42.5,1.52,45.0,4.5
-8.84,13.23,71.6,6.9
17.12,-61.85,84.2,4.3
-34.59,-58.67,51.8,11.9
40.18,44.51,78.8,15.0
-35.28,149.22,48.2,5.6
48.2,16.37,62.6,3.8
40.4,49.88,77.0,4.3
25.08,-77.35,84.2,13.6
26.24,50.58,91.4,5.6
23.72,90.41,83.8,4.3
13.1,-59.62,84.2,9.4
53.9,27.57,50.0,4.3
50.83,4.33,62.6,2.2
17.25,-88.77,86.0,9.4
6.48,2.62,75.2,5.6
27.48,89.6,51.3,4.0
-19.04,-65.26,68.5,9.6
43.85,18.38,57.2,2.2
-24.65,25.91,66.9,6.3
-2.08,-58.17,87.3,3.6
4.88,114.93,78.8,3.8
42.68,23.32,62.6,2.2
12.37,-1.52,73.4,4.3
-3.38,29.36,75.0,2.9
-24.37,46.45,68.9,5.4
14.93,-23.51,80.6,11.9
11.55,104.92,80.6,2.5
5.47,10.42,64.6,3.8
45.42,-75.7,71.6,10.5
4.37,18.58,77.0,3.8
12.11,15.05,80.6,2.2
-33.45,-70.67,53.6,4.3
39.93,116.39,71.6,4.3
43.32,24.7,66.6,3.4
-11.7,43.24,69.3,4.7
-4.26,15.28,71.6,4.3
9.97,-84.08,71.6,13.6
45.8,16.0,62.6,3.8
23.13,-82.36,86.0,10.5
35.17,33.37,77.0,5.6
50.08,14.47,60.8,2.2
-4.3,15.3,71.6,4.3
55.67,12.58,59.0,9.4
11.6,43.15,89.1,2.2
15.3,-61.4,84.2,4.3
18.47,-69.9,82.4,4.3
-0.22,-78.5,52.5,6.5
30.05,31.25,78.8,5.6
13.71,-89.2,82.4,5.6
3.75,8.78,75.7,7.4
15.33,38.93,65.1,2.2
59.43,24.73,53.6,9.4
-26.32,31.13,59.9,2.2
9.03,38.7,53.6,3.4
-18.13,178.42,80.6,5.6
60.18,24.93,55.4,5.6
48.87,2.33,69.8,5.6
0.38,9.45,78.8,9.4
13.45,-16.58,80.6,2.2
41.73,44.79,69.8,2.2
52.52,13.4,59.0,2.5
5.55,-0.22,75.2,9.4
37.98,23.72,80.6,10.5
12.05,-61.75,84.2,13.6
14.62,-90.53,66.2,4.3
9.51,-13.71,80.6,2.2
11.85,-15.58,80.6,2.2
6.8,-58.17,82.4,6.9
18.54,-72.34,86.0,4.3
41.9,12.45,69.8,4.3
14.1,-87.22,82.4,6.9
47.5,19.08,60.8,2.5
63.83,-20.4,48.9,28.6
28.6,77.2,82.4,4.3
-6.21,106.85,77.0,8.1
35.73,51.33,84.2,6.9
33.34,44.39,87.8,4.3
53.33,-6.25,55.4,5.6
31.78,35.23,78.8,5.6
41.9,12.48,69.8,4.3
17.97,-76.75,89.6,12.5
35.69,139.69,86.0,5.6
31.95,35.93,69.8,5.6
51.18,71.43,51.8,11.9
-1.28,36.82,66.2,2.2
-0.88,169.53,84.2,11.4
29.37,47.96,93.9,8.1
42.87,74.6,59.4,3.4
-8.18,114.32,66.6,2.2
56.95,24.1,55.4,4.3
33.87,35.51,80.6,5.6
-29.32,27.48,54.5,4.0
6.31,-10.8,75.2,2.2
18.78,100.78,73.4,2.5
47.13,9.52,59.0,2.2
54.68,25.32,51.8,4.3
49.61,6.13,64.4,10.5
-18.92,47.52,55.4,10.5
-13.98,33.78,67.1,2.9
3.17,101.7,78.8,2.2
6.15,73.27,79.9,19.2
12.65,-8.0,73.4,4.3
35.9,14.51,73.4,4.3
7.1,171.38,81.9,4.0
18.09,-15.98,82.6,16.6
-20.16,57.5,73.4,16.1
19.43,-99.13,78.8,11.9
6.92,158.15,84.2,4.3
51.7,94.45,54.7,3.4
43.73,7.42,71.6,9.4
47.92,106.92,48.2,2.2
42.44,19.26,69.8,2.2
34.03,-6.84,69.8,3.8
-25.97,32.59,68.0,3.8
16.78,94.73,78.3,3.8
-22.57,17.08,59.0,4.3
39.55,27.62,71.6,10.5
27.72,85.32,71.6,4.3
52.37,4.89,57.2,4.3
-41.3,174.78,57.2,6.9
12.15,-86.27,83.5,9.4
13.52,2.12,75.2,2.5
9.18,7.18,75.2,5.6
39.02,125.75,69.1,3.8
42.0,21.43,64.4,2.5
59.92,10.75,57.2,36.7
23.61,58.59,86.0,3.8
33.7,73.17,79.5,5.6
7.36,134.51,86.0,9.4
-11.18,-67.08,87.8,2.5
8.97,-79.53,80.6,4.3
-9.46,147.19,78.3,11.6
-21.55,-58.12,98.8,10.3
-12.05,-77.05,65.7,10.1
14.6,120.98,80.6,5.6
52.25,21.0,55.4,2.2
38.72,-9.13,64.4,5.6
25.29,51.53,91.4,2.2
44.43,26.1,66.2,2.2
55.75,37.62,57.2,4.3
-1.95,30.06,66.2,4.3
17.3,-62.72,84.2,6.9
14.0,-61.0,82.4,5.6
13.13,-61.22,84.0,17.0
-13.83,-171.73,89.6,16.1
43.93,12.45,68.0,2.5
51.27,4.55,60.8,4.3
24.64,46.77,84.2,4.3
14.67,-17.44,82.4,4.3
44.8,20.47,66.2,3.8
-4.62,55.45,78.8,11.9
8.49,-13.23,78.8,11.9
1.29,103.86,82.4,6.9
48.15,17.12,64.4,2.5
46.06,14.51,60.8,2.5
-9.43,159.95,84.6,9.4
2.07,45.37,76.1,16.3
-25.75,28.19,64.4,11.9
37.57,127.0,75.2,8.1
12.15,24.45,80.1,5.4
40.4,-3.68,60.8,3.8
6.93,79.85,77.0,6.9
15.59,32.53,89.6,12.8
5.83,-55.17,84.2,2.5
59.33,18.05,51.8,5.6
46.92,7.47,57.2,2.2
33.5,36.3,69.8,18.6
38.56,68.77,62.6,2.2
-6.18,35.75,66.6,11.2
13.75,100.52,82.4,8.1
-7.56,112.27,66.6,4.7
43.81,23.24,67.1,3.6
-21.13,-175.2,80.6,11.9
10.65,-61.52,82.4,4.3
36.8,10.18,78.8,9.4
39.93,32.86,69.8,2.2
37.95,58.38,77.0,4.3
-8.52,179.22,89.6,18.6
0.32,32.57,68.0,2.2
49.83,24.0,58.1,2.2
24.47,54.37,91.4,4.3
51.52,-0.11,60.8,4.3
46.6,-120.49,86.0,10.5
-34.86,-56.17,53.6,18.6
41.32,69.25,62.6,6.9
-17.73,168.32,80.6,9.4
10.5,-66.92,82.4,2.5
21.03,105.85,82.4,2.2
15.35,44.21,66.9,4.9
-15.42,28.28,67.3,5.8
-17.82,31.04,63.0,10.3
34.52,69.18,60.1,2.2
41.33,19.82,69.8,2.5
36.76,3.05,96.8,8.1
42.5,1.52,58.6,4.7
-8.84,13.23,69.8,4.3
17.12,-61.85,82.4,4.3
-34.59,-58.67,51.8,9.4
40.18,44.51,77.0,6.9
-35.28,149.22,48.2,5.6
48.2,16.37,62.6,8.1
40.4,49.88,73.4,6.9
25.08,-77.35,84.2,13.6
26.24,50.58,91.4,4.3
23.72,90.41,85.5,4.7
13.1,-59.62,84.2,11.9
53.9,27.57,50.0,2.5
50.83,4.33,59.0,3.8
17.25,-88.77,87.8,5.6
6.48,2.62,77.0,11.9
27.48,89.6,50.4,4.0
-19.04,-65.26,63.3,8.7
43.85,18.38,59.0,2.2
-24.65,25.91,68.0,6.9
-2.08,-58.17,85.1,3.8
4.88,114.93,78.8,4.3
42.68,23.32,64.4,2.2
12.37,-1.52,78.8,4.3
-3.38,29.36,73.8,2.2
-24.37,46.45,67.1,7.2
14.93,-23.51,80.6,8.1
11.55,104.92,80.6,3.8
5.47,10.42,64.0,2.5
45.42,-75.7,78.8,12.5
4.37,18.58,75.2,3.8
12.11,15.05,75.2,5.6
-33.45,-70.67,57.2,10.5
39.93,116.39,73.4,2.2
43.32,24.7,63.9,4.5
-11.7,43.24,69.6,3.6
-4.26,15.28,75.2,4.3
9.97,-84.08,71.6,5.6
45.8,16.0,66.2,2.2
23.13,-82.36,86.0,16.1
35.17,33.37,77.0,6.9
50.08,14.47,60.8,5.6
-4.3,15.3,75.2,4.3
55.67,12.58,60.8,11.9
11.6,43.15,91.4,4.3
15.3,-61.4,82.4,2.2
18.47,-69.9,80.6,4.3
-0.22,-78.5,54.0,4.0
30.05,31.25,78.8,4.3
13.71,-89.2,82.4,10.5
3.75,8.78,75.7,5.6
15.33,38.93,66.9,3.4
59.43,24.73,53.6,3.8
-26.32,31.13,59.5,4.3
9.03,38.7,60.8,4.3
-18.13,178.42,82.4,8.1
60.18,24.93,46.4,2.2
48.87,2.33,69.8,5.6
0.38,9.45,78.8,8.1
13.45,-16.58,80.6,2.2
41.73,44.79,73.4,8.1
52.52,13.4,55.4,4.3
5.55,-0.22,77.0,8.1
37.98,23.72,75.2,2.2
12.05,-61.75,86.0,15.0
14.62,-90.53,75.2,9.4
9.51,-13.71,80.6,6.9
11.85,-15.58,80.6,4.3
6.8,-58.17,82.4,4.3
18.54,-72.34,86.0,6.9
41.9,12.45,73.4,2.5
14.1,-87.22,80.6,5.6
47.5,19.08,60.8,8.1
63.83,-20.4,46.0,27.7
28.6,77.2,82.4,3.8
-6.21,106.85,75.2,6.9
35.73,51.33,80.6,4.3
33.34,44.39,84.2,2.5
53.33,-6.25,50.0,2.2
31.78,35.23,77.0,2.2
41.9,12.48,73.4,2.5
17.97,-76.75,87.8,11.9
35.69,139.69,77.0,8.1
31.95,35.93,69.8,2.5
51.18,71.43,48.2,6.9
-1.28,36.82,60.8,6.9
-0.88,169.53,83.5,15.2
29.37,47.96,93.6,8.3
42.87,74.6,59.4,4.7
-8.18,114.32,66.0,3.1
56.95,24.1,50.0,3.8
33.87,35.51,80.6,5.6
-29.32,27.48,55.2,3.4
6.31,-10.8,77.0,2.2
18.78,100.78,75.2,2.2
47.13,9.52,62.6,2.2
54.68,25.32,51.8,2.2
49.61,6.13,57.2,10.5
-18.92,47.52,55.4,4.3
-13.98,33.78,62.6,9.4
3.17,101.7,78.8,2.2
6.15,73.27,81.1,10.5
12.65,-8.0,78.8,3.8
35.9,14.51,73.4,4.3
7.1,171.38,86.0,4.3
18.09,-15.98,85.3,10.1
-20.16,57.5,71.6,12.5
19.43,-99.13,62.6,16.1
6.92,158.15,87.8,5.6
51.7,94.45,54.5,2.2
43.73,7.42,75.2,9.4
47.92,106.92,41.0,2.2
42.44,19.26,80.6,17.4
34.03,-6.84,64.4,2.2
-25.97,32.59,66.2,3.8
16.78,94.73,77.9,2.2
-22.57,17.08,60.8,6.9
39.55,27.62,68.0,5.6
27.72,85.32,69.8,2.2
52.37,4.89,59.0,3.8
-41.3,174.78,55.4,11.9
12.15,-86.27,85.1,4.3
13.52,2.12,82.4,2.5
9.18,7.18,75.2,2.2
39.02,125.75,71.1,5.1
42.0,21.43,66.2,5.6
59.92,10.75,57.2,23.0
23.61,58.59,86.0,3.8
33.7,73.17,79.7,5.8
7.36,134.51,84.2,8.1
-11.18,-67.08,84.9,3.6
8.97,-79.53,84.2,5.6
-9.46,147.19,80.6,11.9
-21.55,-58.12,99.1,13.2
-12.05,-77.05,66.0,10.7
14.6,120.98,77.0,13.6
52.25,21.0,59.0,4.3
38.72,-9.13,64.4,8.1
25.29,51.53,89.6,3.8
44.43,26.1,66.2,5.6
55.75,37.62,51.8,4.3
-1.95,30.06,66.2,6.9
17.3,-62.72,84.2,8.1
14.0,-61.0,82.4,6.9
13.13,-61.22,84.2,19.0
-13.83,-171.73,87.8,8.1
43.93,12.45,68.0,3.8
51.27,4.55,59.0,3.8
24.64,46.77,84.2,3.8
14.67,-17.44,84.2,4.3
44.8,20.47,59.0,6.9
-4.62,55.45,78.8,6.9
8.49,-13.23,78.8,9.4
1.29,103.86,82.4,5.6
48.15,17.12,62.6,4.3
46.06,14.51,62.6,2.5
-9.43,159.95,87.8,9.4
2.07,45.37,75.9,19.2
-25.75,28.19,64.4,6.9
37.57,127.0,77.0,4.3
12.15,24.45,83.1,6.9
40.4,-3.68,62.6,2.2
6.93,79.85,77.0,9.4
15.59,32.53,95.2,12.3
5.83,-55.17,78.6,9.2
59.33,18.05,57.2,5.6
46.92,7.47,57.2,2.2
33.5,36.3,66.2,10.5
38.56,68.77,66.2,2.2
-6.18,35.75,64.8,10.5
13.75,100.52,82.4,2.2
-7.56,112.27,67.1,4.5
43.81,23.24,67.8,5.4
-21.13,-175.2,80.6,5.6
10.65,-61.52,82.4,2.2
36.8,10.18,78.8,3.8
39.93,32.86,64.4,2.2
37.95,58.38,69.8,2.2
-8.52,179.22,89.6,12.5
0.32,32.57,68.2,2.2
49.83,24.0,53.8,6.0
24.47,54.37,91.4,5.6
51.52,-0.11,62.6,4.3
46.6,-120.49,84.0,2.2
-34.86,-56.17,53.6,16.1
41.32,69.25,71.6,2.5
-17.73,168.32,80.6,11.9
10.5,-66.92,82.4,4.3
21.03,105.85,73.4,8.1
15.35,44.21,66.7,2.9
-15.42,28.28,66.9,6.5
-17.82,31.04,62.4,10.3
34.52,69.18,56.8,2.2
41.33,19.82,69.8,12.5
36.76,3.05,78.8,10.5
42.5,1.52,59.9,4.3
-8.84,13.23,69.8,5.6
17.12,-61.85,84.2,6.9
-34.59,-58.67,50.0,5.6
40.18,44.51,73.4,5.6
-35.28,149.22,57.2,19.2
48.2,16.37,55.4,3.8
40.4,49.88,75.2,4.3
25.08,-77.35,86.0,9.4
26.24,50.58,91.4,2.5
23.72,90.41,81.3,2.7
13.1,-59.62,84.2,13.6
53.9,27.57,50.0,2.5
50.83,4.33,60.8,2.2
17.25,-88.77,87.8,6.9
6.48,2.62,77.0,11.9
27.48,89.6,48.7,4.7
-19.04,-65.26,60.8,7.8
43.85,18.38,64.4,4.3
-24.65,25.91,57.2,5.6
-2.08,-58.17,85.1,3.8
4.88,114.93,78.8,3.8
42.68,23.32,59.0,2.2
12.37,-1.52,78.4,6.0
-3.38,29.36,73.9,2.2
-24.37,46.45,69.4,4.9
14.93,-23.51,80.6,4.3
11.55,104.92,78.8,5.6
5.47,10.42,63.5,3.4
45.42,-75.7,80.6,4.3
4.37,18.58,71.6,2.2
12.11,15.05,75.2,4.3
-33.45,-70.67,53.6,5.6
39.93,116.39,77.0,2.2
43.32,24.7,60.4,2.7
-11.7,43.24,70.2,4.0
-4.26,15.28,77.5,7.8
9.97,-84.08,68.0,6.9
45.8,16.0,60.8,8.1
23.13,-82.36,86.0,9.4
35.17,33.37,73.4,4.3
50.08,14.47,60.8,3.8
-4.3,15.3,78.3,7.2
55.67,12.58,59.0,3.8
11.6,43.15,90.7,4.7
15.3,-61.4,78.8,3.8
18.47,-69.9,80.6,2.2
-0.22,-78.5,58.3,3.1
30.05,31.25,80.6,3.8
13.71,-89.2,80.6,8.1
3.75,8.78,75.2,6.9
15.33,38.93,66.9,2.2
59.43,24.73,59.0,9.4
-26.32,31.13,57.4,2.5
9.03,38.7,59.0,6.9
-18.13,178.42,80.6,9.4
60.18,24.93,60.8,8.1
48.87,2.33,69.8,3.8
0.38,9.45,75.2,9.4
13.45,-16.58,73.4,2.2
41.73,44.79,68.0,6.9
52.52,13.4,59.0,3.8
5.55,-0.22,77.0,10.5
37.98,23.72,68.0,8.1
12.05,-61.75,84.2,12.5
14.62,-90.53,66.2,4.3
9.51,-13.71,77.0,9.4
11.85,-15.58,73.4,2.5
6.8,-58.17,82.4,4.3
18.54,-72.34,87.8,10.5
41.9,12.45,69.8,4.3
14.1,-87.22,82.4,9.4
47.5,19.08,62.6,8.1
63.83,-20.4,47.7,10.5
28.6,77.2,82.4,6.9
-6.21,106.85,71.6,4.3
35.73,51.33,84.2,2.2
33.34,44.39,87.8,3.8
53.33,-6.25,57.2,4.3
31.78,35.23,77.0,4.3
41.9,12.48,69.8,4.3
17.97,-76.75,87.8,12.5
35.69,139.69,86.0,17.4
31.95,35.93,77.0,2.2
51.18,71.43,51.8,6.9
-1.28,36.82,62.6,2.5
-0.88,169.53,83.8,17.0
29.37,47.96,94.5,6.0
42.87,74.6,53.8,3.8
-8.18,114.32,66.9,2.2
56.95,24.1,53.6,5.6
33.87,35.51,82.4,3.8
-29.32,27.48,55.8,3.4
6.31,-10.8,77.0,2.2
18.78,100.78,77.0,2.2
47.13,9.52,59.0,2.2
54.68,25.32,50.0,3.8
49.61,6.13,62.6,12.5
-18.92,47.52,57.2,11.9
-13.98,33.78,67.5,2.7
3.17,101.7,78.8,4.3
6.15,73.27,81.5,15.4
12.65,-8.0,77.0,4.3
35.9,14.51,77.0,10.5
7.1,171.38,87.8,11.9
18.09,-15.98,83.8,11.4
-20.16,57.5,71.6,9.4
19.43,-99.13,77.0,11.9
6.92,158.15,87.8,4.3
51.7,94.45,62.4,3.4
43.73,7.42,75.2,8.1
47.92,106.92,50.0,2.2
42.44,19.26,73.4,20.6
34.03,-6.84,66.2,2.2
-25.97,32.59,68.0,8.1
16.78,94.73,76.6,4.5
-22.57,17.08,59.0,3.8
39.55,27.62,71.6,5.6
27.72,85.32,71.6,2.2
52.37,4.89,62.6,8.1
-41.3,174.78,57.2,3.8
12.15,-86.27,86.0,9.4
13.52,2.12,78.8,3.8
9.18,7.18,75.2,4.3
39.02,125.75,73.0,2.5
42.0,21.43,62.6,2.2
59.92,10.75,57.2,32.2
23.61,58.59,86.0,3.8
33.7,73.17,81.3,6.0
7.36,134.51,77.0,9.4
-11.18,-67.08,88.3,2.2
8.97,-79.53,84.2,9.4
-9.46,147.19,80.6,17.4
-21.55,-58.12,68.9,8.9
-12.05,-77.05,64.0,9.8
14.6,120.98,82.4,2.2
52.25,21.0,53.6,2.2
38.72,-9.13,68.0,15.0
25.29,51.53,91.4,2.2
44.43,26.1,66.2,5.6
55.75,37.62,51.8,4.3
-1.95,30.06,69.8,3.8
17.3,-62.72,84.2,10.5
14.0,-61.0,82.4,6.9
13.13,-61.22,84.2,16.6
-13.83,-171.73,86.0,5.6
43.93,12.45,73.4,13.6
51.27,4.55,62.6,2.2
24.64,46.77,84.2,3.8
14.67,-17.44,78.8,2.5
44.8,20.47,62.6,8.1
-4.62,55.45,80.6,13.6
8.49,-13.23,77.0,11.9
1.29,103.86,82.4,4.3
48.15,17.12,59.0,2.2
46.06,14.51,53.6,2.5
-9.43,159.95,84.2,6.9
2.07,45.37,75.9,17.9
-25.75,28.19,57.2,2.2
37.57,127.0,78.8,5.6
12.15,24.45,81.7,11.2
40.4,-3.68,66.2,4.3
6.93,79.85,80.6,8.1
15.59,32.53,87.8,12.3
5.83,-55.17,84.2,2.2
59.33,18.05,62.6,8.1
46.92,7.47,59.0,2.2
33.5,36.3,71.6,6.9
38.56,68.77,66.2,4.3
-6.18,35.75,66.4,8.3
13.75,100.52,82.4,6.9
-7.56,112.27,67.3,5.6
43.81,23.24,61.2,2.9
-21.13,-175.2,77.0,10.5
10.65,-61.52,82.4,5.6
36.8,10.18,77.0,5.6
39.93,32.86,64.4,2.5
37.95,58.38,71.6,13.6
-8.52,179.22,87.8,15.0
0.32,32.57,71.6,5.6
49.83,24.0,54.3,3.8
24.47,54.37,91.4,3.8
51.52,-0.11,62.6,6.9
46.6,-120.49,77.0,12.5
-34.86,-56.17,48.2,18.6
41.32,69.25,57.2,6.9
-17.73,168.32,80.6,18.6
10.5,-66.92,84.2,4.3
21.03,105.85,78.8,2.2
15.35,44.21,65.3,2.5
-15.42,28.28,68.4,4.7
-17.82,31.04,63.1,9.4
34.52,69.18,59.5,2.2
41.33,19.82,73.4,2.2
36.76,3.05,77.0,3.8
42.5,1.52,59.0,2.2
-8.84,13.23,73.4,5.6
17.12,-61.85,80.6,3.8
-34.59,-58.67,50.0,10.5
40.18,44.51,75.2,3.8
-35.28,149.22,44.6,2.2
48.2,16.37,55.4,5.6
40.4,49.88,77.0,2.2
25.08,-77.35,84.2,9.4
26.24,50.58,93.2,3.8
23.72,90.41,82.8,4.3
13.1,-59.62,82.4,13.6
53.9,27.57,57.2,4.3
50.83,4.33,68.0,2.5
17.25,-88.77,87.8,6.9
6.48,2.62,78.8,6.9
27.48,89.6,49.5,4.5
-19.04,-65.26,64.2,8.7
43.85,18.38,59.0,2.2
-24.65,25.91,66.2,6.9
-2.08,-58.17,91.2,4.0
4.88,114.93,78.8,2.5
42.68,23.32,60.8,4.3
12.37,-1.52,77.0,2.2
-3.38,29.36,74.5,3.8
-24.37,46.45,70.2,3.8
14.93,-23.51,80.6,11.9
11.55,104.92,78.8,4.3
5.47,10.42,63.0,3.1
45.42,-75.7,84.2,5.6
4.37,18.58,75.2,2.2
12.11,15.05,75.2,6.9
-33.45,-70.67,53.6,3.8
39.93,116.39,75.2,2.2
43.32,24.7,63.7,5.6
-11.7,43.24,73.4,3.8
-4.26,15.28,75.2,2.2
9.97,-84.08,75.2,12.5
45.8,16.0,57.2,3.8
23.13,-82.36,86.0,9.4
35.17,33.37,75.2,5.6
50.08,14.47,55.4,3.8
-4.3,15.3,75.2,2.2
55.67,12.58,59.0,2.2
11.6,43.15,91.6,2.7
15.3,-61.4,82.4,2.2
18.47,-69.9,82.4,4.3
-0.22,-78.5,59.0,6.3
30.05,31.25,86.0,10.5
13.71,-89.2,78.8,4.3
3.75,8.78,75.2,3.8
15.33,38.93,65.3,3.4
59.43,24.73,57.2,8.1
-26.32,31.13,56.7,5.1
9.03,38.7,59.0,2.2
-18.13,178.42,80.6,8.1
60.18,24.93,50.0,8.1
48.87,2.33,69.8,4.3
0.38,9.45,77.0,8.1
13.45,-16.58,77.0,2.2
41.73,44.79,71.6,10.5
52.52,13.4,59.0,4.3
5.55,-0.22,77.0,9.4
37.98,23.72,78.8,13.6
12.05,-61.75,84.2,12.5
14.62,-90.53,64.4,2.2
9.51,-13.71,77.0,4.3
11.85,-15.58,80.6,8.1
6.8,-58.17,82.4,6.9
18.54,-72.34,78.8,5.6
41.9,12.45,69.8,3.8
14.1,-87.22,84.2,4.3
47.5,19.08,59.0,4.3
63.83,-20.4,52.0,15.0
28.6,77.2,84.2,2.2
-6.21,106.85,75.2,4.3
35.73,51.33,82.4,6.9
33.34,44.39,89.6,2.2
53.33,-6.25,57.2,5.6
31.78,35.23,78.8,2.2
41.9,12.48,69.8,3.8
17.97,-76.75,87.8,19.2
35.69,139.69,84.2,11.9
31.95,35.93,77.0,2.2
51.18,71.43,46.4,6.9
-1.28,36.82,64.4,4.3
-0.88,169.53,85.1,16.6
29.37,47.96,97.3,11.2
42.87,74.6,53.2,3.4
-8.18,114.32,69.4,3.6
56.95,24.1,59.0,3.8
33.87,35.51,80.6,3.8
-29.32,27.48,44.2,6.5
6.31,-10.8,77.0,2.2
18.78,100.78,77.0,2.2
47.13,9.52,64.4,9.4
54.68,25.32,62.6,9.4
49.61,6.13,62.6,8.1
-18.92,47.52,51.8,2.5
-13.98,33.78,67.6,2.7
3.17,101.7,75.2,4.3
6.15,73.27,81.9,14.1
12.65,-8.0,73.4,6.9
35.9,14.51,75.2,20.6
7.1,171.38,88.9,6.9
18.09,-15.98,82.4,2.7
-20.16,57.5,71.6,6.9
19.43,-99.13,75.2,13.6
6.92,158.15,84.2,5.6
51.7,94.45,45.0,4.0
43.73,7.42,71.6,6.9
47.92,106.92,68.0,2.2
